Loan ID,Customer Name,Customer City,Customer State,Customer Zip,Phone Number,Employment Status,Annual Income,Debt-to-Income %,Credit Score,Credit Tier,Co-Borrower,Dealership,Dealership City,Dealership State,Dealership Zip,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Category,New/Used,Vehicle Price,Down Payment,Trade-In Value,Taxes & Fees,Amount Financed,APR %,Loan Term (Months),Monthly Payment,Funding Date,Loan Purpose,Loan Officer,Loan Status,Delinquent Flag,Charge-Off Flag,Region
NRAF-2024-102039,Cheryl Wood,Anthonymouth,MD,85506,(677) 657-6664,Full-Time,76000.00,41.7,773,Prime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2023,Ram,1500,Truck,Used,33200.00,8580.00,10500.00,2390.00,16510.00,6.79,84,247.49,4/28/2024,Refinance,A. Kowalski,Current,0,0,Midwest
NRAF-2024-102040,Nancy Krueger,Priscillaside,IN,82324,(529) 645-5217,Self-Employed,45000.00,40.5,530,Subprime,Yes,Sonoran Kia,Tucson,AZ,85701,2022,Kia,Sportage,SUV,Used,17800.00,1720.00,0.00,1570.00,17650.00,18.46,75,398.25,12/20/2024,Used Vehicle Purchase,N. Sandoval,Current,0,0,West
NRAF-2024-102041,Frank Malone,Santosville,VI,09296,(727) 544-2206,Full-Time,68000.00,8.8,842,Super Prime,No,Heartland Auto Plaza,Kansas City,MO,64101,2022,Honda,CR-V,SUV,Used,17900.00,350.00,0.00,1290.00,18840.00,4.38,72,298.03,12/3/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,Midwest
NRAF-2024-102042,Brian Harris,South Crystal,WV,82153,#VALUE!,Self-Employed,46000.00,27.1,609,Nonprime,Yes,Heartland Auto Plaza,Kansas City,MO,64101,2024,Honda,Civic,Sedan,New,26500.00,5760.00,0.00,1960.00,22700.00,9.67,72,416.77,4/2/2024,Private Party Purchase,R. Thompson,Current,0,0,Midwest
NRAF-2024-102043,Lynn Cox,East Jennifer,CO,22590,(32) 143-0318,Self-Employed,76000.00,15.6,728,Prime,No,Silver State Motors,Las Vegas,NV,89101,2022,Ford,Escape,SUV,Used,21100.00,1400.00,0.00,1340.00,21040.00,8.47,48,518.30,4/24/2024,Used Vehicle Purchase,M. Alvarez,Current,0,0,West
NRAF-2024-102044,Barbara Davis,Port Andreaton,MN,94667,(118) 406-5488,Self-Employed,78000.00,30.9,670,Prime,No,Sierra Nevada Toyota,Reno,NV,89501,2024,Kia,Sportage,SUV,New,30900.00,3310.00,11300.00,2350.00,18640.00,9.26,72,338.41,5/17/2024,Private Party Purchase,D. Nguyen,Current,0,0,West
NRAF-2024-102045,Sara Mendoza,Christopherbury,MH,20668,(961) 514-3697,Military,63000.00,26.7,510,Subprime,Yes,Cascade Ford,Portland,OR,97201,2024,Subaru,Forester,SUV,New,33800.00,5280.00,0.00,2350.00,30870.00,14.67,60,729.06,9/10/2024,New Vehicle Purchase,E. Whitmore,Paid Off,0,0,West
NRAF-2024-102046,Lauren Figueroa,West Laurie,VT,48589,(838) 713-5566,Part-Time,46000.00,12.8,740,Prime,No,Wasatch Front Auto Group,Ogden,UT,84401,2024,Subaru,Forester,SUV,New,27900.00,2940.00,0.00,1830.00,26790.00,6.98,60,530.22,5/10/2024,Private Party Purchase,J. Chen,Current,0,0,West
NRAF-2024-102047,Amy Miller,Allenberg,DE,15770,(958) 641-7825,Military,59000.00,29.8,631,Nonprime,No,Sierra Nevada Toyota,Reno,NV,89501,2020,Nissan,Rogue,SUV,Used,18000.00,2690.00,0.00,1170.00,16480.00,11.82,84,289.33,4/7/2024,Used Vehicle Purchase,B. Larsen,Delinquent 30,1,0,West
NRAF-2024-102048,Christopher Vargas,Annburgh,RI,69398,(624) 694-7629,Military,41000.00,8.7,576,Subprime,No,Silver State Motors,Las Vegas,NV,89101,2021,Hyundai,Tucson,SUV,Used,20800.00,1630.00,0.00,1340.00,20510.00,16.99,48,591.71,3/16/2024,Used Vehicle Purchase,H. Blackwood,Current,0,0,West
NRAF-2024-102049,Lisa Moore,Port Ashleyshire,VI,77845,(179) 736-7990,Part-Time,46000.00,10.6,570,Subprime,No,Bluegrass Motors,Louisville,KY,40201,2024,Toyota,Tacoma,Truck,New,36000.00,8420.00,11600.00,2240.00,18220.00,18.82,72,424.05,10/20/2024,New Vehicle Purchase,P. Okafor,Current,0,0,South
NRAF-2024-102050,Clinton Haley,Port Ryan,VI,82556,(190) 952-0387,Military,85000.00,36.5,709,Prime,No,Redwood Ford,West Valley City,UT,84119,2024,Honda,Civic,Sedan,New,24100.00,980.00,1500.00,1810.00,23430.00,6.94,60,463.28,12/5/2024,New Vehicle Purchase,E. Whitmore,Current,0,0,West
NRAF-2024-102051,Rachel Davis,New Laurafort,LA,05188,(904) 562-4462,Retired,57000.00,44.5,702,Prime,Yes,Redwood Ford,West Valley City,UT,84119,2021,Mercedes-Benz,C-Class,Sedan,Used,25500.00,5250.00,0.00,1530.00,21780.00,6.41,75,353.21,9/10/2024,Refinance,H. Blackwood,Current,0,0,West
NRAF-2024-102052,Brittany Jordan,Joneshaven,NJ,51729,(935) 082-4326,Part-Time,40000.00,32.7,625,Nonprime,No,Mile High Subaru,Denver,CO,80201,2019,Chevrolet,Malibu,Sedan,Used,15700.00,3390.00,0.00,980.00,13290.00,13.26,72,268.61,6/27/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,West
NRAF-2024-102053,Charles Bennett,North Preston,MP,26170,(559) 841-4202,Self-Employed,92000.00,19.7,700,Prime,No,Cascade Ford,Portland,OR,97201,2022,Ford,Escape,SUV,Used,20500.00,2490.00,0.00,1600.00,19610.00,8.94,66,377.21,12/3/2024,Used Vehicle Purchase,B. Larsen,Current,0,0,West
NRAF-2024-102054,Cheryl Heath,North Roger,VI,61011,(450) 933-2809,Retired,54000.00,27.5,661,Prime,Yes,Sonoran Kia,Tucson,AZ,85701,2019,GMC,Sierra 1500,Truck,Used,23200.00,1170.00,0.00,1990.00,24020.00,9.36,60,502.82,11/21/2024,Used Vehicle Purchase,R. Thompson,Paid Off,0,0,West
NRAF-2024-102055,Gina Sanchez,Port John,UT,60953,(431) 090-7718,Retired,64000.00,23.9,504,Subprime,No,Timpanogos Honda,Orem,UT,84057,2021,Subaru,Forester,SUV,Used,15900.00,1160.00,4900.00,1000.00,10840.00,19.5,60,284.19,7/10/2024,Refinance,M. Alvarez,Current,0,0,West
NRAF-2024-102056,Michelle Jones,New Robertbury,HI,28839,(376) 554-7617,Retired,52000.00,33.7,667,Prime,No,Sierra Nevada Toyota,Reno,NV,89501,2018,Ford,Escape,SUV,Used,14600.00,2120.00,0.00,1050.00,13530.00,8.37,60,276.74,8/20/2024,Refinance,L. Reyes,Charged Off,0,1,West
NRAF-2024-102057,Heather Arnold,East Taylor,PA,96473,(471) 266-6153,Part-Time,67000.00,17,722,Prime,No,Cascade Ford,Portland,OR,97201,2022,Toyota,RAV4,SUV,Used,17000.00,4390.00,0.00,1330.00,13940.00,7.42,72,240.48,3/18/2024,Used Vehicle Purchase,H. Blackwood,Current,0,0,West
NRAF-2024-102058,Andrea Morgan,Michaelville,IL,81792,#VALUE!,Part-Time,56000.00,28.1,513,Subprime,Yes,Gem State Auto,Boise,ID,83701,2021,Ford,F-150,Truck,Used,24000.00,3120.00,0.00,1450.00,22330.00,18.86,60,577.53,5/31/2024,Used Vehicle Purchase,L. Reyes,Paid Off,0,0,West
NRAF-2024-102059,Tyler Castro,New Jennifer,ID,52455,(582) 477-3391,Retired,87000.00,39.4,829,Super Prime,No,Redwood Ford,West Valley City,UT,84119,2024,Hyundai,Elantra,Sedan,New,25200.00,4230.00,0.00,1600.00,22570.00,4.28,72,356.00,4/22/2024,Lease Buyout,H. Blackwood,Current,0,0,West
NRAF-2024-102060,Jonathan Diaz,Robertview,NC,56957,(127) 593-9557,Self-Employed,106000.00,30.8,806,Super Prime,No,Motor City Honda,Detroit,MI,48201,2024,Ford,Mustang,Coupe,New,32500.00,4630.00,0.00,2330.00,30200.00,4.26,36,895.12,8/24/2024,New Vehicle Purchase,H. Blackwood,Current,0,0,Midwest
NRAF-2024-102061,Jeremy Ellis,Pamelashire,NV,63518,(162) 206-5910,Retired,69000.00,27.9,561,Subprime,No,Motor City Honda,Detroit,MI,48201,2020,Kia,Forte,Sedan,Used,10900.00,1270.00,0.00,800.00,10430.00,16.39,72,228.49,9/28/2024,Private Party Purchase,T. Whitfield,Paid Off,0,0,Midwest
NRAF-2024-102062,Daniel Parsons,Laurenstad,NV,23866,(644) 432-9691,Part-Time,58000.00,22.2,665,Prime,No,Gulf Coast Honda,Tampa,FL,33601,2022,Toyota,RAV4,SUV,Used,21900.00,1100.00,0.00,1960.00,22760.00,7.78,24,1027.09,4/9/2024,Used Vehicle Purchase,R. Thompson,Current,0,0,South
NRAF-2024-102063,David Parker,Port Jamesfurt,CA,12209,(683) 527-8087,Part-Time,67000.00,24.6,659,Nonprime,No,Emerald City Subaru,Seattle,WA,98101,2022,GMC,Sierra 1500,Truck,Used,37000.00,5380.00,0.00,3140.00,34760.00,11.94,72,678.48,3/1/2024,Refinance,L. Reyes,Current,0,0,West
NRAF-2024-102064,Teresa Browning,Lake Raymond,IA,50278,(530) 009-0063,Full-Time,34000.00,34.2,573,Subprime,No,Sierra Nevada Toyota,Reno,NV,89501,2024,Hyundai,Elantra,Sedan,Used,15800.00,2610.00,7900.00,1240.00,6530.00,16.11,60,159.18,9/19/2024,Used Vehicle Purchase,A. Kowalski,Current,0,0,West
NRAF-2024-102065,Natalie Rhodes,Juanmouth,PR,74766,(465) 861-7284,Retired,26000.00,28.7,577,Subprime,No,Yellowstone Motors,Bozeman,MT,59715,2024,Jeep,Grand Cherokee,SUV,Used,21900.00,3370.00,0.00,1460.00,19990.00,15.18,60,477.45,3/20/2024,Private Party Purchase,D. Nguyen,Current,0,0,West
NRAF-2024-102066,Stephanie Schneider,East Tyler,FL,29408,(332) 465-6841,Self-Employed,33000.00,39.8,639,Nonprime,No,Empire State Nissan,Albany,NY,12201,2021,Hyundai,Tucson,SUV,Used,20700.00,1610.00,5700.00,1810.00,15200.00,9.3,36,485.48,5/29/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,Northeast
NRAF-2024-102067,Lauren Hall,Dominiqueton,OR,43078,(351) 851-7696,Military,49000.00,13.7,371,Deep Subprime,No,Summit Motors,Salt Lake City,UT,84101,2021,Nissan,Altima,Sedan,Used,13300.00,510.00,0.00,930.00,13720.00,19.13,63,346.74,6/25/2024,Refinance,C. Fitzgerald,Current,0,0,West
NRAF-2024-102068,Felicia Meadows,New Danielborough,MT,91356,#VALUE!,Military,23000.00,28.7,781,Super Prime,No,Redwood Ford,West Valley City,UT,84119,2024,Honda,CR-V,SUV,New,30500.00,860.00,0.00,2620.00,32260.00,4.08,48,729.56,6/26/2024,Lease Buyout,P. Okafor,Current,0,0,West
NRAF-2024-102069,Lisa Johnson,Thompsonfort,OK,43849,(251) 455-7953,Part-Time,32000.00,39.9,640,Nonprime,No,Yellowstone Motors,Bozeman,MT,59715,2023,Mercedes-Benz,C-Class,Sedan,Used,25400.00,3580.00,0.00,1980.00,23800.00,10.49,36,773.45,1/6/2024,Private Party Purchase,G. Sorensen,Current,0,0,West
NRAF-2024-102070,Kaitlyn Patterson,Kellyland,WA,99011,(426) 430-2970,Self-Employed,66000.00,17.8,758,Prime,No,Twin Cities Ford,Minneapolis,MN,55401,2018,Chevrolet,Silverado 1500,Truck,Used,31900.00,0.00,0.00,2080.00,33980.00,7.39,72,585.71,7/3/2024,Used Vehicle Purchase,M. Alvarez,Current,0,0,Midwest
NRAF-2024-102071,Daniel Rasmussen,Lake Victoriaborough,KY,40613,(109) 352-4392,Military,76000.00,36.2,770,Prime,No,Alamo Auto Group,San Antonio,TX,78201,2024,Subaru,Outback,SUV,New,29900.00,50.00,0.00,2570.00,32420.00,6.86,48,774.23,11/14/2024,Lease Buyout,E. Whitmore,Current,0,0,South
NRAF-2024-102072,Jennifer Pierce,South Joshua,VA,67922,(284) 076-9539,Self-Employed,35000.00,16.7,579,Subprime,No,Pioneer Auto Sales,Logan,UT,84321,2024,Nissan,Rogue,SUV,New,29200.00,2730.00,0.00,2350.00,28820.00,16.67,72,635.84,3/16/2024,Private Party Purchase,P. Okafor,Current,0,0,West
NRAF-2024-102073,Tammy Garcia,Daisymouth,NV,53589,(767) 900-7824,Military,33000.00,9.6,636,Nonprime,No,Front Range Ford,Colorado Springs,CO,80901,2024,Volkswagen,Jetta,Sedan,New,21100.00,2450.00,0.00,1430.00,20080.00,9.04,72,362.35,6/15/2024,Lease Buyout,D. Nguyen,Current,0,0,West
NRAF-2024-102074,Glenn Thornton,West Jennifer,WI,20129,(360) 943-8682,Self-Employed,48000.00,40.2,488,Deep Subprime,No,Gulf Coast Honda,Tampa,FL,33601,2024,Ram,1500,Truck,New,41800.00,11570.00,0.00,3070.00,33300.00,20.4,72,805.37,3/21/2024,Refinance,E. Whitmore,Current,0,0,South
NRAF-2024-102075,Audrey Peters,North Samantha,MT,43192,(629) 726-6923,Self-Employed,44000.00,15.3,334,Deep Subprime,Yes,Front Range Ford,Colorado Springs,CO,80901,2024,Mazda,CX-5,SUV,Used,22800.00,950.00,0.00,1620.00,23470.00,20.88,36,882.79,2/13/2024,Refinance,A. Kowalski,Paid Off,0,0,West
NRAF-2024-102076,Nicole Daniel,Port Aliciamouth,AZ,88992,(468) 927-0472,Military,83000.00,29.8,779,Prime,No,Bluebonnet Ford,Austin,TX,78701,2020,Mercedes-Benz,C-Class,Sedan,Used,32100.00,4240.00,0.00,2630.00,30490.00,6.85,48,728.00,8/13/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,South
NRAF-2024-102077,David Turner,Scottfurt,VT,85650,(661) 051-4961,Retired,34000.00,33.5,595,Subprime,No,Mile High Subaru,Denver,CO,80201,2024,Jeep,Wrangler,SUV,New,44000.00,800.00,8200.00,3450.00,38450.00,19.88,72,918.31,6/18/2024,Refinance,C. Fitzgerald,Current,0,0,West
NRAF-2024-102078,Gerald Saunders,Lewishaven,PW,72147,(887) 924-4940,Self-Employed,52000.00,37.6,550,Subprime,Yes,Cactus Wren Chevrolet,Mesa,AZ,85201,2024,Honda,Civic,Sedan,New,28800.00,990.00,0.00,2410.00,30220.00,14.49,72,630.66,5/11/2024,Private Party Purchase,J. Chen,Current,0,0,West
NRAF-2024-102079,Brian Castro,Lake Dylanbury,HI,44322,(561) 344-0883,Full-Time,31000.00,43.2,773,Prime,No,Rocky Mountain Chevrolet,Provo,UT,84601,2020,Mazda,CX-5,SUV,Used,19700.00,1230.00,0.00,1540.00,20010.00,9.27,60,418.00,2/8/2024,Used Vehicle Purchase,N. Sandoval,Current,0,0,West
NRAF-2024-102080,Ashley Richards,Wadechester,VA,03060,(934) 769-1237,Part-Time,47000.00,23.6,487,Deep Subprime,Yes,Cascade Ford,Portland,OR,97201,2024,Jeep,Wrangler,SUV,New,40100.00,910.00,0.00,3360.00,42550.00,20.61,48,1308.68,1/30/2024,Used Vehicle Purchase,C. Fitzgerald,Current,0,0,West
NRAF-2024-102081,Bryan Parker,North Kayla,AL,02319,(122) 016-3185,Military,82000.00,40.9,710,Prime,,Bluff Street Toyota,St. George,UT,84770,2024,Honda,Civic,Sedan,New,24800.00,480.00,0.00,1950.00,26270.00,7.95,72,459.96,1/1/2024,New Vehicle Purchase,R. Thompson,Current,0,0,West
NRAF-2024-102082,Kimberly Rose,Ellisonchester,WV,76528,(313) 363-1409,Military,30000.00,32.5,513,Subprime,No,Mile High Subaru,Denver,CO,80201,2019,Mazda,CX-5,SUV,Used,18200.00,820.00,9100.00,1370.00,9650.00,15.31,63,223.82,6/19/2024,Refinance,L. Reyes,Delinquent 30,1,0,West
NRAF-2024-102083,Joseph Moore,Vasquezport,ND,58206,(967) 201-2959,Full-Time,42000.00,33.3,646,Nonprime,No,Bluegrass Motors,Louisville,KY,40201,2024,Mercedes-Benz,C-Class,Sedan,New,56200.00,11410.00,0.00,3750.00,48540.00,12.91,84,880.66,10/27/2024,New Vehicle Purchase,H. Blackwood,Current,0,0,South
NRAF-2024-102084,Randall Alexander,Ruizstad,TX,36700,(569) 000-1917,Self-Employed,45000.00,25.1,599,Subprime,No,Golden Gate Honda,San Francisco,CA,94102,2024,Honda,Accord,Sedan,New,28900.00,6050.00,0.00,1760.00,24610.00,15.91,72,532.62,8/29/2024,New Vehicle Purchase,D. Nguyen,Delinquent 60,1,0,West
NRAF-2024-102085,Thomas Bell,East Kyleberg,WV,20052,(834) 387-1515,Self-Employed,44000.00,14.6,477,Deep Subprime,No,Bluebonnet Ford,Austin,TX,78701,2024,Toyota,Camry,Sedan,New,27800.00,2840.00,2500.00,2080.00,24540.00,21.04,48,760.43,1/9/2024,Private Party Purchase,R. Thompson,Current,0,0,South
NRAF-2024-102086,Megan Price,Michaelstad,NV,29688,(87) 027-2820,Full-Time,82000.00,28.5,739,Prime,No,Wasatch Front Auto Group,Ogden,UT,84401,2024,Nissan,Altima,Sedan,New,30100.00,4710.00,4800.00,2590.00,23180.00,8.75,48,574.09,7/21/2024,New Vehicle Purchase,R. Thompson,Current,0,0,West
NRAF-2024-102087,Christopher Robertson,Lake Eddie,NH,52892,(83) 491-2321,Full-Time,42000.00,14.5,346,Deep Subprime,No,Bluff Street Toyota,St. George,UT,84770,2024,Ford,F-150,Truck,New,50000.00,3560.00,7000.00,3030.00,42470.00,23.23,60,1202.87,8/17/2024,Refinance,M. Alvarez,Current,0,0,West
NRAF-2024-102088,Tonya Brown,Maryborough,MO,95309,(183) 252-7625,Self-Employed,59000.00,21.5,816,Super Prime,No,Bluebonnet Ford,Austin,TX,78701,2023,Toyota,RAV4,SUV,Used,25200.00,4190.00,6100.00,1620.00,16530.00,4.97,63,298.64,1/19/2024,Refinance,E. Whitmore,Paid Off,0,0,South
NRAF-2024-102089,David Patel,Heidiburgh,WI,68610,(795) 428-3267,Self-Employed,18000.00,22,392,Deep Subprime,Yes,Alamo Auto Group,San Antonio,TX,78201,2024,Jeep,Wrangler,SUV,New,34800.00,3540.00,0.00,2130.00,33390.00,18.19,72,765.14,10/22/2024,Refinance,K. Osei,Current,0,0,South
NRAF-2024-102090,Curtis Hall,Lake Thomas,WI,96622,(786) 290-2515,Full-Time,55000.00,25.7,664,Prime,Yes,Gulf Coast Honda,Tampa,FL,33601,2024,Honda,CR-V,SUV,New,36900.00,5140.00,0.00,3250.00,35010.00,7.87,72,611.62,5/30/2024,Lease Buyout,C. Fitzgerald,Current,0,0,South
NRAF-2024-102091,Julia Smith,East Jesus,WV,26276,(22) 099-4175,Full-Time,57000.00,9,615,Nonprime,No,Silver State Motors,Las Vegas,NV,89101,2022,Jeep,Grand Cherokee,SUV,Used,23800.00,3440.00,7700.00,1850.00,14510.00,13.37,75,286.44,1/10/2024,Used Vehicle Purchase,R. Thompson,Current,0,0,West
NRAF-2024-102092,Michael Tucker,West Stevenmouth,CT,78153,(198) 410-5075,Self-Employed,82000.00,40.1,616,Nonprime,No,Pacific Coast Nissan,San Diego,CA,92101,2024,Chevrolet,Malibu,Sedan,New,29800.00,3930.00,0.00,1990.00,27860.00,12.57,60,627.78,11/20/2024,Refinance,D. Nguyen,Delinquent 30,1,0,West
NRAF-2024-102093,Kenneth Richard,Kyleberg,CT,48689,(677) 037-8467,Full-Time,74000.00,23,758,Prime,Yes,Steel City Chevrolet,Pittsburgh,PA,15201,2024,Toyota,Camry,Sedan,New,28000.00,850.00,11800.00,1770.00,17120.00,8.08,63,334.35,11/5/2024,Lease Buyout,C. Fitzgerald,Current,0,0,Northeast
NRAF-2024-102094,Jamie Thomas,Gonzalezchester,NC,69879,(764) 405-8355,Part-Time,52000.00,32.5,735,Prime,No,Bluebonnet Ford,Austin,TX,78701,2021,BMW,3 Series,Sedan,Used,29600.00,3340.00,0.00,2030.00,28290.00,9.2,48,706.69,7/19/2024,Refinance,P. Okafor,Current,0,0,South
NRAF-2024-102095,Jeffrey Bryant,Mcintyrehaven,VI,29034,(973) 282-9018,Full-Time,130000.00,38.7,844,Super Prime,No,Cactus Wren Chevrolet,Mesa,AZ,85201,2024,Toyota,Camry,Sedan,New,27000.00,4700.00,0.00,2390.00,24690.00,5.96,84,360.21,2/11/2024,Refinance,R. Thompson,Current,0,0,West
NRAF-2024-102096,Katherine Holloway,Maynardstad,WI,11078,(406) 368-0199,Self-Employed,108000.00,29.5,753,Prime,No,Carolina Blue Ford,Charlotte,NC,28201,2020,Toyota,Tacoma,Truck,Used,30200.00,3600.00,0.00,2120.00,28720.00,9.36,36,918.11,5/31/2024,Refinance,M. Alvarez,Current,0,0,South
NRAF-2024-102097,Richard Ellis,Troyfort,CO,39539,(747) 117-0648,Full-Time,78000.00,9.4,705,Prime,No,Front Range Ford,Colorado Springs,CO,80901,2024,Chevrolet,Silverado 1500,Truck,New,55300.00,8230.00,5900.00,3550.00,44720.00,6.72,60,879.61,7/30/2024,Refinance,J. Chen,Current,0,0,West
NRAF-2024-102098,Christopher Cross,New Matthew,ME,19720,(312) 407-9044,Part-Time,93000.00,14.4,836,Super Prime,Yes,Gulf Coast Honda,Tampa,FL,33601,2024,Toyota,Corolla,Sedan,New,22800.00,4060.00,4300.00,1700.00,16140.00,5.66,72,264.90,1/7/2024,Used Vehicle Purchase,B. Larsen,Current,0,0,South
NRAF-2024-102099,Rebecca Alexander,New Erica,MT,30366,(901) 145-6767,Retired,41000.00,30.7,347,Deep Subprime,No,Twin Cities Ford,Minneapolis,MN,55401,2022,Toyota,Camry,Sedan,Used,17700.00,1510.00,5100.00,1420.00,12510.00,24.86,48,413.82,5/6/2024,Used Vehicle Purchase,L. Reyes,Paid Off,0,0,Midwest
NRAF-2024-102100,Anna Flores,Robertchester,WI,87339,(17) 092-1764,Self-Employed,58000.00,24.1,756,Prime,Yes,Canyon View Nissan,Layton,UT,84041,2018,Toyota,Camry,Sedan,Used,23000.00,6030.00,0.00,1930.00,18900.00,7.12,60,375.31,12/4/2024,Used Vehicle Purchase,P. Okafor,Current,0,0,West
NRAF-2024-102101,Edward Phelps,Lake Dwaynemouth,IL,50330,(223) 804-5347,Full-Time,104000.00,32,829,Super Prime,No,Great Lakes Toyota,Chicago,IL,60601,2024,BMW,3 Series,Sedan,New,45900.00,0.00,0.00,3520.00,49420.00,4.65,75,760.58,1/30/2024,Private Party Purchase,S. Patel,Current,0,0,Midwest
NRAF-2024-102102,Justin Wagner,Anneland,NE,87995,(209) 592-8489,Self-Employed,68000.00,16.8,773,Prime,No,Cactus Wren Chevrolet,Mesa,AZ,85201,2024,Hyundai,Tucson,SUV,New,27100.00,0.00,0.00,2140.00,29240.00,7.82,72,510.11,2/24/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,West
NRAF-2024-102103,April Foster,Lake Scottberg,MT,41073,(299) 335-7024,Part-Time,83000.00,27.6,850,Super Prime,Yes,Gem State Auto,Boise,ID,83701,2020,BMW,3 Series,Sedan,Used,31200.00,3040.00,10200.00,2610.00,20570.00,5.9,63,380.48,6/27/2024,Used Vehicle Purchase,P. Okafor,Delinquent 60,1,0,West
NRAF-2024-102104,Crystal Ramirez,Freyton,WY,81288,(398) 464-8442,Part-Time,126000.00,33.8,850,Super Prime,No,Redwood Ford,West Valley City,UT,84119,2020,Ford,F-150,Truck,Used,25200.00,5320.00,5700.00,1870.00,16050.00,4.56,72,255.22,10/30/2024,Used Vehicle Purchase,H. Blackwood,Paid Off,0,0,West
NRAF-2024-102105,Alexis Bell,Olsenview,MT,57560,(523) 918-8676,Full-Time,96000.00,40.9,785,Super Prime,No,Bluegrass Motors,Louisville,KY,40201,2018,Ford,Mustang,Coupe,Used,21000.00,5340.00,0.00,1430.00,17090.00,5.5,72,279.21,10/29/2024,Refinance,T. Whitfield,Current,0,0,South
NRAF-2024-102106,Julie Hartman,Davidshire,AK,86901,(406) 201-6633,Retired,41000.00,16.4,582,Subprime,No,Lone Star Chevrolet,Dallas,TX,75201,2020,Nissan,Altima,Sedan,Used,14900.00,1740.00,0.00,1170.00,14330.00,15.53,66,324.21,4/2/2024,Refinance,L. Reyes,Current,0,0,South
NRAF-2024-102107,Jody Ramos,South Joshua,GU,35107,(634) 526-3628,Full-Time,46000.00,33.4,671,Prime,No,Rocky Mountain Chevrolet,Provo,UT,84601,2024,Chevrolet,Silverado 1500,Truck,New,52300.00,10060.00,0.00,4670.00,46910.00,7.78,75,791.79,5/15/2024,Used Vehicle Purchase,G. Sorensen,Delinquent 30,1,0,West
NRAF-2024-102108,Randall Burgess,East Johnhaven,VI,75297,(445) 514-3442,Part-Time,75000.00,40,606,Nonprime,No,Sunshine State Toyota,Orlando,FL,32801,2018,Toyota,Corolla,Sedan,Used,17000.00,1210.00,2100.00,1420.00,15110.00,12.53,48,401.85,5/17/2024,Used Vehicle Purchase,J. Chen,Current,0,0,South
NRAF-2024-102109,Michael Rice,Gregoryville,HI,13886,(957) 421-8842,Part-Time,83000.00,23.3,848,Super Prime,Yes,Front Range Ford,Colorado Springs,CO,80901,2024,Ford,Mustang,Coupe,New,37500.00,3330.00,0.00,3060.00,37230.00,6.49,72,625.66,10/14/2024,New Vehicle Purchase,G. Sorensen,Current,0,0,West
NRAF-2024-102110,Brady Rivera,Robertport,MS,56490,(129) 116-4792,Self-Employed,36000.00,24.7,562,Subprime,No,Silver State Motors,Las Vegas,NV,89101,2024,Ram,1500,Truck,New,40400.00,1700.00,0.00,2820.00,41520.00,19.17,60,1080.94,8/1/2024,Private Party Purchase,C. Fitzgerald,Current,0,0,West
NRAF-2024-102111,Stephen Navarro,Lake Judithland,NE,11126,(473) 539-9875,Self-Employed,107000.00,28.2,810,Super Prime,No,Wasatch Front Auto Group,Ogden,UT,84401,2019,Toyota,Camry,Sedan,Used,19700.00,1160.00,0.00,1310.00,19850.00,5.18,48,458.75,3/4/2024,Used Vehicle Purchase,P. Okafor,Current,0,0,West
NRAF-2024-102112,Andrea Ortiz,Lake Annaton,AZ,40176,(514) 518-3479,Part-Time,103000.00,28.6,667,Prime,No,Golden Gate Honda,San Francisco,CA,94102,2024,Volkswagen,Jetta,Sedan,New,24400.00,2540.00,11400.00,1560.00,12020.00,9.06,60,249.87,7/24/2024,New Vehicle Purchase,G. Sorensen,Current,0,0,West
NRAF-2024-102113,Robert Espinoza,Smithbury,NY,41630,(245) 310-8124,Military,39000.00,35.5,526,Subprime,Yes,Motor City Honda,Detroit,MI,48201,2020,Honda,CR-V,SUV,Used,17800.00,0.00,0.00,1140.00,18940.00,14,48,517.56,4/13/2024,Refinance,T. Whitfield,Current,0,0,Midwest
NRAF-2024-102114,Daniel Liu,North Jackport,AS,46876,(624) 301-4606,Full-Time,47000.00,15.5,606,Nonprime,No,Bluegrass Motors,Louisville,KY,40201,2024,Nissan,Altima,Sedan,New,26100.00,80.00,0.00,2010.00,28030.00,11.21,84,483.04,10/11/2024,Lease Buyout,K. Osei,Current,0,0,South
NRAF-2024-102115,Kenneth Carroll,East Robinstad,AZ,47194,(637) 491-2187,Retired,107000.00,9.9,807,Super Prime,No,Mile High Subaru,Denver,CO,80201,2020,Chevrolet,Equinox,SUV,Used,15000.00,770.00,0.00,940.00,15170.00,5.65,60,290.82,2/2/2024,Refinance,G. Sorensen,Current,0,0,West
NRAF-2024-102116,Christopher Hamilton,Jonestown,ND,02004,(715) 901-1250,Full-Time,66000.00,17.2,632,Nonprime,Yes,Summit Motors,Salt Lake City,UT,84101,2024,Hyundai,Elantra,Sedan,New,25600.00,3880.00,0.00,1940.00,23660.00,10.7,36,771.24,6/22/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,West
